pix,year,for_age_2003,for_con_2003,for_pro,elev,p1_trend,p1_trend_slope,trend_20yrs,delta_for_age_lag3,delta_for_con_lag3,delta_cmi_sm_lag3,delta_dd5_wt_lag3,delta_for_age_lag2,delta_for_con_lag2,delta_cmi_sm_lag2,delta_dd5_wt_lag2,delta_for_age_lag1,delta_for_con_lag1,delta_cmi_sm_lag1,delta_dd5_wt_lag1,delta_for_age,delta_for_con,delta_cmi_sm,delta_dd5_wt,fire,harv,insc,gfc,canlad,count_brk_neg,sum_brk_magnitude_neg,avg_brk_magnitude_neg,count_brk_pos,sum_brk_magnitude_pos,avg_brk_magnitude_pos
152068,2003,90.821,44.213,1,266.963,2,-4.954,1,,,-6.964,-0.243,-1.569,-0.985,5.644,1.757,-0.785,-0.493,4.229,-4.227,-3.139,-1.968,4.504,3.243,0,0,0,0,0,,,,,,
152069,2003,84.148,45.727,1,257.794,2,-5.077,1,,,-6.953,-0.034,-0.099,1.082,5.653,1.966,-0.05,0.541,4.22,-4.085,-0.2,2.163,4.486,3.034,0,0,0,0,0,,,,,,
152098,2003,73.825,27.851,0,274.038,2,-3.345,,,,-6.631,0.0,2.494,3.177,6.015,2.0,1.247,1.588,4.34,-4.0,4.988,6.355,4.247,3.0,0,0,0,0,0,,,,,,
152124,2003,79.345,24.559,0,291.57,2,-4.265,,,,-6.332,0.0,3.605,0.904,6.322,2.0,1.802,0.452,4.478,-4.345,7.209,1.806,4.012,3.0,0,0,0,0,0,,,,,,
152125,2003,83.05,31.257,0,288.366,2,-3.586,,,,-6.318,0.0,2.027,0.753,6.34,2.0,1.013,0.377,4.485,-4.719,4.053,1.506,3.997,3.0,0,0,0,0,0,,,,,,
152138,2003,68.923,75.175,0,251.655,2,-5.278,2,,,-6.194,0.0,0.342,-1.547,6.492,2.0,0.171,-0.774,4.544,-5.0,0.683,-3.094,3.856,4.0,0,0,0,1,1,,,,,,
152140,2003,79.938,72.214,0,232.864,2,-3.891,,,,-6.175,0.0,5.055,-0.984,6.517,2.0,2.527,-0.492,4.547,-5.0,10.11,-1.97,3.838,4.0,0,0,0,1,2,,,,,,
152141,2003,77.757,61.656,0,239.171,2,-5.712,1,,,-6.167,0.0,4.161,-1.409,6.528,2.0,2.081,-0.705,4.549,-5.0,8.322,-2.818,3.835,4.0,0,0,0,1,2,,,,,,
152142,2003,74.509,70.041,0,254.441,2,-11.056,1,,,-6.161,0.0,3.614,-5.091,6.544,2.0,1.807,-2.546,4.556,-5.0,7.23,-10.182,3.835,4.0,0,0,0,2,2,,,,,,
152144,2003,94.119,57.814,0,262.217,2,-7.521,1,,,-6.144,0.0,-1.258,-7.183,6.565,2.0,-0.629,-3.592,4.569,-5.0,-2.516,-14.365,3.825,4.0,0,0,0,1,0,,,,,,
152904,2003,86.793,48.108,1,443.589,2,-3.709,,,,-8.895,0.0,2.73,-1.503,3.777,2.0,1.365,-0.751,4.662,-3.0,5.46,-3.006,5.58,3.0,0,0,0,0,0,,,,,,
152918,2003,69.22,40.004,1,393.881,2,-3.614,,,,-8.836,0.0,2.731,2.173,3.833,2.0,1.365,1.086,4.555,-3.0,5.462,4.348,5.518,3.0,0,0,0,0,0,,,,,,
152927,2003,86.83,43.058,1,426.168,2,-3.844,,,,-8.834,0.0,0.505,-0.346,3.905,2.0,0.252,-0.173,4.528,-3.0,1.01,-0.692,5.541,3.0,0,0,0,0,0,,,,,,
152981,2003,93.655,55.931,0,396.771,2,-4.505,,,,-8.232,0.0,-3.163,2.513,4.485,2.0,-1.581,1.256,4.443,-3.0,-6.327,5.025,5.276,3.0,0,0,0,0,0,,,,,,
152983,2003,91.22,56.478,0,385.917,2,-3.501,,,,-8.203,0.0,-6.681,0.803,4.505,2.0,-3.341,0.401,4.436,-3.0,-13.362,1.605,5.248,3.0,0,0,0,0,0,,,,,,
152984,2003,83.956,65.963,0,380.428,2,-3.115,,,,-8.188,0.0,-5.339,-0.028,4.514,2.0,-2.669,-0.014,4.429,-3.0,-10.677,-0.056,5.238,3.0,0,0,0,0,0,,,,,,
153039,2003,108.297,82.751,0,316.204,2,-3.191,,,,-7.573,-0.364,-4.128,0.427,5.054,1.0,-2.064,0.214,4.308,-4.0,-8.257,0.856,4.876,3.0,0,0,0,0,0,,,,,,
153040,2003,95.349,78.066,0,310.519,2,-3.823,,,,-7.557,-0.858,-0.67,0.695,5.066,1.0,-0.335,0.348,4.308,-4.0,-1.342,1.391,4.865,3.0,0,0,0,0,0,,,,,,
153044,2003,81.057,72.441,0,290.781,2,-5.167,,,,-7.515,-1.0,2.071,-0.303,5.107,1.0,1.035,-0.152,4.291,-4.0,4.141,-0.607,4.823,4.0,0,0,0,0,0,,,,,,
153096,2003,93.805,23.542,1,301.893,2,-4.452,,,,-6.998,-0.922,-3.208,-0.442,5.663,1.078,-1.604,-0.221,4.262,-4.531,-6.416,-0.884,4.576,3.766,0,0,0,0,0,,,,,,
153098,2003,96.799,44.475,1,276.052,2,-3.681,1,,,-6.969,-0.241,-1.079,0.73,5.674,1.759,-0.54,0.365,4.237,-4.241,-2.156,1.458,4.517,3.241,0,0,0,0,0,,,,,,
153099,2003,93.477,31.212,1,264.414,2,-3.826,,,,-6.958,0.0,1.95,6.555,5.684,2.0,0.975,3.277,4.226,-4.149,3.899,13.111,4.493,3.0,0,0,0,0,0,,,,,,
23437,2003,79.484,50.221,0,301.329,2,-8.457,1,,,-5.981,0.0,-2.209,-2.238,4.785,2.0,-1.104,-1.119,6.534,-3.0,-4.419,-4.475,4.116,2.925,0,0,0,3,3,,,,,,
125126,2003,67.755,36.285,0,410.884,2,-5.451,,,,-8.536,0.0,4.832,3.247,3.875,2.0,2.416,1.624,5.303,-3.0,9.664,6.493,5.505,3.0,0,0,0,2,0,,,,,,
229192,2003,94.261,12.327,0,261.648,2,-3.67,1,,,-8.229,-1.0,-1.708,-0.106,6.211,2.0,-0.854,-0.053,3.149,-5.0,-3.418,-0.213,4.768,4.0,0,0,0,1,0,,,,,,
229205,2003,71.13,22.23,0,185.926,2,-3.193,,,,-8.049,-1.0,-2.333,0.184,6.37,2.0,-1.167,0.092,3.205,-7.0,-4.666,0.368,4.552,5.0,0,0,0,0,0,,,,,,
229212,2003,71.795,20.3,0,229.464,2,-4.97,1,,,-8.01,-1.0,4.569,-2.583,6.513,2.0,2.285,-1.292,3.277,-6.0,9.139,-5.166,4.554,4.763,0,0,0,0,0,,,,,,
229217,2003,84.684,15.94,0,248.645,2,-6.206,1,,,-7.962,-1.0,5.453,-0.468,6.598,2.0,2.726,-0.234,3.333,-5.817,10.906,-0.936,4.534,4.48,0,0,0,0,0,,,,,,
229219,2003,78.216,15.796,0,249.102,2,-5.259,1,,,-7.94,-1.0,7.24,-1.636,6.625,2.0,3.62,-0.818,3.347,-6.0,14.48,-3.27,4.516,4.594,0,0,0,0,0,,,,,,
229225,2003,88.118,12.834,0,287.271,2,-5.359,1,,,-7.905,-0.705,2.029,-0.629,6.746,2.0,1.015,-0.314,3.415,-5.0,4.06,-1.257,4.515,4.0,0,0,0,0,0,,,,,,
229226,2003,89.33,12.154,0,287.423,2,-5.745,1,,,-7.893,-0.844,2.348,-0.242,6.764,2.0,1.174,-0.121,3.421,-5.0,4.695,-0.485,4.503,4.0,0,0,0,0,0,,,,,,
229246,2003,86.532,46.183,0,280.913,2,-3.633,1,,,-7.708,-1.0,-3.689,-3.837,7.084,2.0,-1.845,-1.919,3.553,-5.792,-7.378,-7.673,4.333,4.0,0,0,0,0,0,,,,,,
229252,2003,79.765,43.693,0,213.439,2,-3.386,5,,,-7.609,-0.81,1.302,-1.31,7.103,1.576,0.651,-0.655,3.524,-6.735,2.603,-2.62,4.16,5.0,0,0,0,0,0,,,,,,
145770,2003,77.157,50.175,0,355.1,2,-3.365,,,,-8.221,0.0,2.15,2.285,4.33,1.983,1.075,1.143,4.556,-3.218,4.3,4.571,5.208,3.0,0,0,0,0,0,,,,,,
133401,2003,95.833,46.55,1,424.158,2,-5.855,,,,-8.417,0.0,-1.559,0.604,4.066,2.0,-0.78,0.302,4.821,-3.0,-3.119,1.209,5.37,3.0,0,0,0,0,0,,,,,,
175492,2003,98.168,23.004,0,469.696,2,-3.316,,,,-9.359,0.0,1.959,0.059,3.557,2.0,0.979,0.029,4.55,-3.0,3.919,0.119,5.79,3.0,0,0,0,0,0,,,,,,
126386,2003,89.61,31.323,0,281.676,2,-5.848,1,,,-6.211,-1.0,-1.442,-0.879,5.843,1.0,-0.721,-0.44,4.636,-5.0,-2.883,-1.76,4.024,4.0,0,0,0,1,0,,,,,,
141314,2003,70.716,11.82,0,452.172,2,-4.798,1,,,-7.127,0.0,2.547,3.247,4.836,2.0,1.273,1.624,7.808,-4.0,5.093,6.495,4.911,4.0,0,0,0,1,0,,,,,,
82012,2003,70.739,49.88,0,308.377,2,-7.366,8,,,-7.284,0.0,1.423,-5.726,4.333,2.0,0.711,-2.863,5.593,-3.265,2.846,-11.453,4.729,3.0,0,2,0,2,2,,,,,,
83056,2003,78.917,53.27,0,288.813,2,-3.327,8,,,-7.072,0.0,1.868,-6.807,4.464,2.0,0.934,-3.403,5.428,-3.126,3.738,-13.613,4.565,3.0,0,0,0,2,0,,,,,,
179717,2003,89.671,53.049,0,471.112,2,-5.845,,,,-8.639,0.0,1.801,-0.944,4.44,2.0,0.9,-0.472,4.006,-3.0,3.603,-1.888,5.524,3.0,0,0,0,2,1,,,,,,
121116,2003,82.212,57.681,0,365.9,2,-9.186,1,,,-7.548,0.0,-0.241,-5.118,4.557,2.0,-0.12,-2.559,4.907,-3.0,-0.482,-10.238,4.873,3.0,0,0,0,3,4,,,,,,
24493,2003,86.115,62.007,0,302.841,2,-3.0,,,,-5.62,0.0,2.038,-1.871,4.963,2.0,1.019,-0.935,6.464,-3.0,4.075,-3.74,3.867,2.0,0,0,0,0,0,,,,,,
95527,2003,91.156,58.819,0,238.231,2,-4.496,,,,-5.79,-1.0,1.144,2.25,5.642,1.0,0.572,1.125,5.072,-5.0,2.287,4.498,3.793,4.0,0,0,0,0,0,,,,,,
101690,2003,98.23,59.073,0,262.064,2,-7.744,1,,,-5.975,-0.486,-1.408,-5.038,5.601,1.0,-0.704,-2.519,4.996,-4.486,-2.818,-10.074,3.935,4.0,0,1,0,3,2,,,,,,
72540,2003,71.179,31.162,0,410.222,2,-6.5,1,,,-7.791,0.0,0.924,-2.187,4.178,2.0,0.462,-1.093,7.241,-4.0,1.849,-4.376,5.854,4.0,0,0,0,3,0,,,,,,
170516,2003,70.755,65.375,0,339.219,2,-3.203,1,,,-7.902,-1.0,6.937,1.261,5.046,1.0,3.469,0.63,4.024,-4.0,13.876,2.52,5.074,3.171,0,0,0,0,1,,,,,,
123071,2003,69.11,55.38,0,403.753,2,-4.419,,,,-8.493,0.0,4.094,0.549,3.885,2.0,2.047,0.274,5.318,-3.0,8.189,1.099,5.478,3.0,0,0,0,2,2,,,,,,
99593,2003,84.373,24.892,0,301.401,2,-8.71,1,,,-6.389,0.0,2.252,-3.587,5.243,2.0,1.126,-1.794,5.097,-4.0,4.503,-7.172,4.201,3.0,0,0,0,1,0,,,,,,
168248,2003,110.194,26.747,0,452.633,2,-4.194,,,,-9.408,0.0,-1.477,1.439,3.406,1.405,-0.739,0.719,5.061,-3.0,-2.952,2.878,5.844,3.129,0,0,0,0,0,,,,,,
147840,2003,98.427,68.226,0,360.815,2,-5.592,2,,,-8.133,0.0,-8.026,-2.914,4.486,2.0,-4.013,-1.457,4.526,-3.0,-16.051,-5.83,5.197,3.0,0,0,0,0,0,,,,,,
147843,2003,75.371,72.349,0,359.033,2,-3.774,,,,-8.099,0.0,-4.62,0.746,4.513,2.0,-2.31,0.373,4.513,-3.0,-9.24,1.493,5.172,3.0,0,0,0,0,0,,,,,,
147890,2003,77.275,46.296,1,327.415,2,-3.378,1,,,-7.544,0.0,1.584,1.564,4.958,1.09,0.792,0.782,4.393,-4.0,3.169,3.126,4.85,3.0,0,0,0,0,0,,,,,,
147891,2003,69.235,34.066,1,320.885,2,-3.687,,,,-7.538,-0.009,4.921,0.431,4.973,1.064,2.461,0.216,4.401,-4.0,9.842,0.861,4.842,3.0,0,0,0,1,0,,,,,,
147917,2003,78.56,77.976,0,263.178,2,-4.758,,,,-7.28,-1.0,1.416,-0.288,5.249,1.0,0.708,-0.144,4.328,-5.0,2.832,-0.576,4.673,4.0,0,0,0,1,0,,,,,,
105803,2003,67.423,61.12,0,223.919,2,-4.11,,,,-6.05,-1.0,2.919,-5.075,5.601,1.0,1.46,-2.537,4.863,-5.0,5.838,-10.151,3.936,4.0,0,1,0,3,1,,,,,,
106834,2003,62.487,63.502,0,224.561,2,-4.383,,,,-6.032,-1.0,3.484,-2.226,5.623,1.0,1.742,-1.113,4.869,-5.0,6.966,-4.45,3.92,4.0,0,1,0,2,2,,,,,,
107639,2003,74.439,28.728,0,407.158,2,-4.118,,,,-8.265,0.0,-0.737,0.55,3.938,2.0,-0.369,0.275,5.627,-3.0,-1.474,1.098,5.432,3.0,0,0,0,2,1,,,,,,
107640,2003,71.36,28.329,0,400.537,2,-4.864,1,,,-8.265,0.0,0.724,1.894,3.945,2.0,0.362,0.947,5.618,-3.0,1.447,3.788,5.429,3.0,0,0,0,2,1,,,,,,
107865,2003,95.067,44.326,0,240.172,2,-5.821,,,,-6.021,-0.852,2.566,3.105,5.654,1.054,1.283,1.553,4.882,-4.825,5.133,6.211,3.923,3.946,0,0,0,1,1,,,,,,
1799,2003,73.8,46.629,0,333.924,2,-3.037,1,,,-6.19,0.0,2.316,-2.555,4.58,2.0,1.158,-1.278,7.008,-2.968,4.631,-5.109,4.405,2.0,0,0,0,1,3,,,,,,
11043,2003,97.646,56.34,0,331.927,2,-4.913,,,,-6.426,0.0,5.808,-3.567,4.554,2.0,2.904,-1.783,6.944,-3.0,11.615,-7.134,4.571,2.147,0,1,0,1,2,,,,,,
130312,2003,78.089,49.753,1,414.135,2,-4.939,,,,-8.422,0.0,4.309,1.281,4.03,2.0,2.155,0.641,4.881,-3.0,8.616,2.561,5.365,3.0,0,0,0,0,0,,,,,,
131348,2003,75.037,58.69,1,398.692,2,-4.137,,,,-8.338,0.0,-2.338,-0.258,4.109,2.0,-1.169,-0.129,4.855,-3.0,-4.677,-0.516,5.316,3.0,0,0,0,0,0,,,,,,
215749,2003,77.018,52.719,0,400.703,2,-3.773,1,,,-8.79,-0.252,-1.567,-1.507,5.097,1.748,-0.783,-0.753,3.293,-3.252,-3.135,-3.016,5.436,2.252,0,0,0,0,0,,,,,,
57271,2003,86.825,62.83,0,379.588,2,-4.13,,,,-7.453,0.0,0.936,1.44,4.269,2.0,0.468,0.72,6.452,-3.0,1.872,2.88,5.193,3.0,0,0,0,0,0,,,,,,
57350,2003,91.304,19.841,0,414.491,2,-7.812,,,,-6.75,0.0,1.762,2.955,4.553,2.0,0.881,1.478,6.04,-2.0,3.524,5.911,4.586,2.0,0,0,0,2,0,,,,,,
12141,2003,86.202,47.817,0,295.047,2,-3.312,1,,,-5.596,0.0,-2.403,2.145,4.894,2.0,-1.202,1.072,6.703,-3.0,-4.806,4.291,3.888,2.0,0,0,0,2,3,,,,,,
