pix,year,for_age_2008,for_con_2008,for_pro,elev,p2_trend,p2_trend_slope,trend_20yrs,gfc_tsince,gfc_wsum,gfc_csum,delta_for_age_lag3,delta_for_con_lag3,delta_cmi_sm_lag3,delta_dd5_wt_lag3,deltap_for_age_lag3,deltap_for_con_lag3,deltap_cmi_sm_lag3,deltap_dd5_wt_lag3,avg_for_age,avg_for_con,avg_cmi_sm,avg_dd5_wt,min_cmi_sm,min_dd5_wt,max_cmi_sm,max_dd5_wt,delta_for_age_lag2,delta_for_con_lag2,delta_cmi_sm_lag2,delta_dd5_wt_lag2,deltap_for_age_lag2,deltap_for_con_lag2,deltap_cmi_sm_lag2,deltap_dd5_wt_lag2,delta_for_age_lag1,delta_for_con_lag1,delta_cmi_sm_lag1,delta_dd5_wt_lag1,deltap_for_age_lag1,deltap_for_con_lag1,deltap_cmi_sm_lag1,deltap_dd5_wt_lag1,delta_for_age,delta_for_con,delta_cmi_sm,delta_dd5_wt,deltap_for_age,deltap_for_con,deltap_cmi_sm,deltap_dd5_wt,fire,harv,insc,gfc,canlad,abio,count_brk_neg,sum_brk_magnitude_neg,avg_brk_magnitude_neg,count_brk_pos,sum_brk_magnitude_pos,avg_brk_magnitude_pos,cmi_sm_nrange,dd5_wt_nrange,min_cmi_sm_rel,max_cmi_sm_rel,min_dd5_wt_rel,max_dd5_wt_rel,map_nrange,mat_nrange,min_map_rel,max_map_rel,min_mat_rel,max_mat_rel,cmi_sm_cv,dd5_wt_cv,cmi_sm_cqv,dd5_wt_cqv,cmi_sm_nrange30,min_cmi_sm_rel30,max_cmi_sm_rel30,dd5_wt_nrange30,min_dd5_wt_rel30,max_dd5_wt_rel30,map_nrange30,min_map_rel30,max_map_rel30,mat_nrange30,min_mat_rel30,max_mat_rel30,cmi_sm_nrange30_reg,min_cmi_sm_rel30_reg,max_cmi_sm_rel30_reg,dd5_wt_nrange30_reg,min_dd5_wt_rel30_reg,max_dd5_wt_rel30_reg,map_nrange30_reg,min_map_rel30_reg,max_map_rel30_reg,mat_nrange30_reg,min_mat_rel30_reg,max_mat_rel30_reg,cmi_sm_rel30,dd5_wt_rel30,cmi_sm_rel30_reg,dd5_wt_rel30_reg,cmi_sm_rel30p_reg,dd5_wt_rel30p_reg
302117,2008,86.581,32.81,0,424.083,2,-4.656,2,1,8.0,8,2.668,3.256,16.227,-1.344,3.179,11.017,-140.057,-0.269,87.63,34.022,-0.85,4.862,-10.233,3.656,4.641,7.0,1.778,2.171,5.483,-1.744,2.097,7.086,-651.188,-0.323,0.889,1.085,3.352,-4.344,1.037,3.42,260.047,-0.543,-0.093,-0.454,-14.874,3.344,-0.107,-1.384,-320.491,91.466,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-17.499,0.688,12.039,-5.46,0.752,1.44,0.216,0.478,0.899,1.115,0.753,1.232,6.56,0.24,-6.419,0.111,6.787,-4.669,2.118,0.836,0.914,1.75,0.236,0.982,1.218,0.635,1.0,1.635,6.823,-4.694,2.129,0.892,0.975,1.867,0.225,0.936,1.161,0.598,0.942,1.541,1.3416227340698201,0.8620000000000001,1.33,1.112,61.009,29.653
302118,2008,85.618,33.988,0,422.822,2,-5.195,2,1,13.0,14,3.556,2.395,16.218,-1.338,4.333,7.581,-139.474,-0.268,87.229,34.86,-0.894,4.887,-10.283,3.662,4.59,7.0,2.37,1.596,5.472,-1.885,2.847,4.927,-620.408,-0.34,1.185,0.798,3.339,-4.338,1.403,2.404,266.906,-0.542,0.944,-0.429,-14.873,3.338,1.103,-1.262,-324.031,91.152,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-16.636,0.683,11.502,-5.134,0.749,1.432,0.216,0.476,0.898,1.115,0.756,1.232,6.235,0.238,-5.982,0.111,6.666,-4.609,2.057,0.835,0.916,1.75,0.236,0.982,1.218,0.629,1.0,1.629,6.822,-4.717,2.106,0.89,0.977,1.867,0.225,0.936,1.161,0.597,0.948,1.545,1.33708172416687,0.8869999999999996,1.286,1.137,58.991,30.32
356604,2008,79.839,40.774,0,351.134,2,-5.465,2,1,4.0,4,-5.792,2.033,15.638,-1.0,-6.764,5.248,-128.602,-0.2,75.951,42.148,-1.671,5.8,-11.161,4.0,3.478,9.0,-3.861,1.355,6.123,-2.0,-4.613,3.437,-231.493,-0.333,-1.931,0.677,3.999,-6.0,-2.362,1.688,-767.562,-0.6,-7.858,2.805,-14.639,5.0,-9.842,6.879,-420.903,125.0,,0,0,1,1,0,0,0.0,0.0,0,0.0,0.0,-8.761,0.862,6.679,-2.081,0.69,1.552,0.243,0.43,0.885,1.128,0.783,1.212,3.451,0.297,-3.384,0.091,4.322,-3.295,1.027,1.25,1.0,2.25,0.268,0.976,1.244,0.546,0.993,1.539,6.715,-5.12,1.595,1.333,1.067,2.4,0.249,0.906,1.156,0.59,1.075,1.665,1.71621656799316,1.7999999999999998,0.509,2.05,23.349,54.667
320648,2008,82.693,40.855,0,410.664,2,-4.008,2,1,24.0,24,1.544,-4.937,15.961,-1.0,1.903,-10.781,-132.555,-0.2,83.135,37.999,-1.324,5.6,-11.015,4.0,3.92,8.0,1.029,-3.291,5.457,-2.0,1.26,-7.455,-355.042,-0.333,0.515,-1.646,3.225,-4.577,0.627,-3.873,464.029,-0.534,-0.879,-4.402,-14.935,4.0,-1.063,-10.775,-380.995,100.0,,1,0,1,1,0,0,0.0,0.0,0,0.0,0.0,-11.28,0.714,8.319,-2.961,0.714,1.429,0.224,0.457,0.891,1.116,0.767,1.224,4.279,0.242,-4.286,0.091,5.391,-3.976,1.415,1.0,1.0,2.0,0.245,0.976,1.221,0.597,1.0,1.597,6.851,-5.053,1.798,1.067,1.067,2.133,0.233,0.927,1.16,0.592,0.992,1.583,1.44621670341492,1.5999999999999996,0.856,1.85,39.266,49.333
369907,2008,105.847,26.614,0,496.243,2,-3.88,5,0,0.0,0,-0.339,-2.127,16.064,-1.0,-0.319,-7.401,-168.846,-0.2,105.0,24.758,1.017,5.2,-8.168,4.0,6.55,7.0,-0.226,-1.418,6.907,-2.0,-0.213,-5.059,-1934.734,-0.333,-0.113,-0.709,5.008,-5.0,-0.107,-2.595,324.773,-0.556,-3.556,-5.024,-14.718,3.0,-3.36,-18.877,-224.702,75.0,,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,14.472,0.577,-8.031,6.441,0.769,1.346,0.255,0.504,0.887,1.142,0.745,1.249,-5.853,0.188,4.175,0.0,13.359,-7.414,5.945,0.75,1.0,1.75,0.282,0.982,1.264,0.676,1.0,1.676,6.751,-3.747,3.005,0.8,1.067,1.867,0.279,0.97,1.249,0.607,0.897,1.504,2.11870149803162,1.2000000000000002,3.197,1.45,146.651,38.667
369909,2008,97.429,38.985,0,484.577,2,-4.633,2,2,3.5,11,-1.54,-2.839,16.038,-1.0,-1.556,-6.788,-165.819,-0.2,95.486,36.806,0.855,5.2,-8.342,4.0,6.366,7.0,-1.026,-1.893,6.883,-2.0,-1.042,-4.631,-1331.335,-0.333,-0.513,-0.946,4.967,-5.0,-0.524,-2.369,355.039,-0.556,-6.634,-5.215,-14.708,3.0,-6.809,-13.377,-231.04,75.0,,0,0,1,0,1,0,0.0,0.0,0,0.0,0.0,17.202,0.577,-9.757,7.446,0.769,1.346,0.254,0.485,0.887,1.142,0.755,1.24,-6.953,0.188,4.774,0.0,11.817,-6.703,5.115,0.75,1.0,1.75,0.282,0.982,1.264,0.641,0.997,1.638,6.747,-3.827,2.92,0.8,1.067,1.867,0.277,0.967,1.244,0.588,0.916,1.504,2.09960649490356,1.2000000000000002,3.035,1.45,139.22,38.667
357632,2008,72.956,52.714,0,344.21,2,-4.211,2,2,8.5,17,-11.545,4.302,15.612,-1.0,-13.663,8.886,-127.591,-0.2,66.042,55.225,-1.757,5.8,-11.244,4.0,3.376,9.0,-7.697,2.868,6.128,-2.0,-9.543,5.754,-222.674,-0.333,-3.849,1.434,4.006,-6.0,-5.011,2.796,-635.873,-0.6,-11.48,3.951,-14.62,5.0,-15.736,7.495,-433.057,125.0,,0,0,1,1,0,0,0.0,0.0,0,0.0,0.0,-8.321,0.862,6.4,-1.921,0.69,1.552,0.244,0.431,0.884,1.128,0.781,1.212,3.282,0.297,-3.175,0.091,4.21,-3.238,0.972,1.25,1.0,2.25,0.269,0.975,1.245,0.55,0.997,1.548,6.706,-5.158,1.549,1.333,1.067,2.4,0.249,0.904,1.153,0.597,1.082,1.679,1.7160355739593502,1.7999999999999998,0.423,2.05,19.404,54.667
454295,2008,77.289,66.016,0,301.871,2,-3.163,2,0,0.0,0,3.594,2.128,14.849,-1.0,4.877,3.331,-117.133,-0.167,79.243,67.713,-2.427,7.0,-12.396,5.0,3.459,11.0,2.396,1.418,7.197,-3.0,3.199,2.195,-143.224,-0.375,1.198,0.709,4.84,-7.0,1.574,1.086,-181.409,-0.583,2.582,4.229,-14.568,6.0,3.341,6.406,-670.718,120.0,,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,-6.533,0.857,5.108,-1.425,0.714,1.571,0.292,0.399,0.859,1.151,0.798,1.198,2.554,0.3,-1.905,0.077,3.314,-2.591,0.723,1.2,1.0,2.2,0.327,0.961,1.288,0.5,1.0,1.499,7.273,-5.686,1.587,1.6,1.333,2.933,0.302,0.888,1.19,0.607,1.214,1.821,2.3569608192443803,2.0,-0.247,3.25,-11.33,86.667
429460,2008,86.853,18.954,0,481.409,2,-4.259,2,0,0.0,0,-6.714,-2.269,15.744,-1.0,-7.176,-10.691,-178.1,-0.2,82.846,17.255,1.489,5.6,-7.356,4.0,7.808,8.0,-4.476,-1.512,7.966,-2.0,-4.901,-7.388,-750.094,-0.333,-2.238,-0.756,6.544,-5.05,-2.512,-3.836,1817.778,-0.558,-6.612,-3.958,-14.26,4.0,-7.613,-20.882,-206.547,100.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,10.184,0.714,-4.94,5.244,0.714,1.429,0.287,0.483,0.88,1.167,0.757,1.24,-4.196,0.242,5.046,0.091,12.011,-5.827,6.185,1.0,1.0,2.0,0.321,0.984,1.306,0.638,0.999,1.637,6.956,-3.374,3.582,1.067,1.067,2.133,0.328,1.004,1.332,0.607,0.951,1.558,2.75146297359467,1.5999999999999996,3.669,1.85,168.303,49.333
270330,2008,106.414,15.205,0,291.318,2,-4.068,2,1,7.0,7,5.362,0.176,15.777,-1.0,5.306,1.171,-108.987,-0.2,109.794,16.042,-3.806,5.924,-13.638,4.0,1.301,9.0,3.575,0.118,4.377,-2.0,3.476,0.782,-142.295,-0.333,1.788,0.059,2.112,-5.37,1.709,0.39,-260.419,-0.573,6.176,3.834,-14.939,5.0,5.804,25.215,-1148.271,125.0,,1,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-3.925,0.844,3.583,-0.342,0.675,1.519,0.198,0.397,0.899,1.098,0.789,1.186,1.429,0.284,-0.896,0.091,3.178,-2.902,0.277,1.25,1.0,2.25,0.215,0.974,1.189,0.503,1.0,1.503,6.853,-6.256,0.597,1.333,1.067,2.4,0.197,0.894,1.091,0.58,1.154,1.734,0.8941414299011203,1.9240000000000004,-1.626,2.174,-74.587,57.973
268222,2008,72.991,34.3,0,435.913,2,-4.388,2,0,0.0,1,-3.423,5.373,16.385,-2.0,-4.48,18.574,-137.228,-0.4,71.819,37.639,-1.038,4.6,-10.594,3.0,4.445,7.0,-2.282,3.582,4.669,-2.0,-3.032,11.661,-2084.375,-0.4,-1.141,1.791,2.517,-5.0,-1.539,5.509,130.55,-0.625,0.988,5.95,-15.039,4.0,1.354,17.347,-338.335,133.333,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-14.488,0.87,10.206,-4.282,0.652,1.522,0.197,0.485,0.905,1.102,0.749,1.234,5.248,0.295,-4.542,0.111,7.252,-5.109,2.144,1.0,0.75,1.75,0.214,0.981,1.195,0.638,0.986,1.624,6.899,-4.86,2.039,1.067,0.8,1.867,0.206,0.944,1.15,0.598,0.923,1.521,1.0356460685729998,0.5999999999999996,1.142,0.85,52.385,22.667
260721,2008,84.283,43.675,1,448.646,2,-2.967,2,0,0.0,0,6.604,-0.641,19.043,-1.0,8.502,-1.446,-194.356,-0.2,88.183,42.618,1.39,4.809,-5.919,4.0,9.245,7.043,4.403,-0.427,10.149,-2.0,5.512,-0.968,-1122.677,-0.333,2.202,-0.214,7.457,-5.0,2.683,-0.488,417.058,-0.556,6.291,-4.005,-14.873,3.043,7.464,-9.17,-160.876,76.075,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,10.909,0.633,-4.258,6.651,0.832,1.465,0.231,0.468,0.926,1.156,0.76,1.228,-4.437,0.246,21.136,0.111,14.787,-5.772,9.015,0.761,1.0,1.761,0.254,1.019,1.273,0.623,1.013,1.635,6.956,-2.715,4.241,0.811,1.067,1.878,0.266,1.068,1.334,0.585,0.951,1.536,2.41550768852234,0.8090000000000002,3.57,1.059,163.761,28.24
328702,2008,74.453,50.167,1,401.751,2,-3.217,2,0,0.0,0,-1.479,-1.857,16.78,-1.0,-1.948,-3.57,-155.5,-0.2,73.854,49.774,-0.247,5.6,-8.516,4.0,5.989,8.0,-0.986,-1.238,7.417,-2.0,-1.307,-2.408,-519.398,-0.333,-0.493,-0.619,5.815,-5.0,-0.658,-1.219,3341.954,-0.556,-0.036,1.746,-14.505,4.0,-0.048,3.48,-242.194,100.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,-58.725,0.714,34.478,-24.247,0.714,1.429,0.243,0.465,0.905,1.148,0.766,1.232,23.611,0.242,-8.3,0.091,6.852,-4.023,2.829,1.0,1.0,2.0,0.268,0.997,1.265,0.607,1.0,1.607,6.654,-3.906,2.747,1.067,1.067,2.133,0.267,0.992,1.258,0.607,0.999,1.605,1.8699764995575001,1.5999999999999996,1.933,1.85,88.67,49.333
291794,2008,89.197,49.151,0,416.02,2,-4.477,2,5,0.4,2,1.781,10.809,16.598,-1.358,2.037,28.191,-146.47,-0.272,89.988,55.417,-0.614,4.728,-9.6,3.642,5.266,7.0,1.187,7.206,5.848,-1.52,1.349,17.18,-1004.811,-0.294,0.594,3.603,3.908,-4.358,0.67,7.91,287.776,-0.545,0.393,9.711,-14.866,3.358,0.441,19.757,-282.302,92.202,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-24.212,0.71,15.635,-8.577,0.77,1.481,0.214,0.473,0.905,1.12,0.758,1.231,9.073,0.259,-6.552,0.111,7.587,-4.899,2.688,0.84,0.911,1.75,0.234,0.989,1.224,0.625,1.0,1.624,6.819,-4.404,2.416,0.895,0.971,1.867,0.225,0.949,1.174,0.587,0.94,1.526,1.34539087867737,0.7279999999999998,1.566,0.978,71.835,26.08
323722,2008,89.739,33.937,0,328.917,2,-2.738,2,4,3.0,12,3.391,3.393,15.768,-1.0,3.927,11.109,-123.953,-0.2,91.403,36.081,-2.153,5.6,-11.64,4.0,3.047,8.0,2.261,2.262,5.522,-2.0,2.585,7.141,-223.111,-0.333,1.131,1.131,3.382,-5.0,1.276,3.448,-1009.552,-0.556,1.538,3.932,-14.687,4.0,1.714,11.586,-482.015,100.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-6.822,0.714,5.406,-1.415,0.714,1.429,0.227,0.423,0.892,1.119,0.783,1.206,2.601,0.242,-2.109,0.091,4.124,-3.268,0.856,1.0,1.0,2.0,0.249,0.977,1.226,0.54,1.0,1.54,6.737,-5.339,1.398,1.067,1.067,2.133,0.232,0.91,1.142,0.58,1.075,1.655,1.4086033077239999,1.5999999999999996,0.027,1.85,1.239,49.333
408752,2008,100.096,47.506,0,365.848,2,-5.052,2,2,18.0,39,-1.628,11.071,15.968,-1.0,-1.6,30.386,-165.695,-0.167,98.878,53.019,0.509,6.6,-7.296,5.0,7.015,10.0,-1.086,7.381,9.777,-2.0,-1.073,18.395,-283.72,-0.286,-0.543,3.69,8.297,-6.708,-0.54,8.422,-422.024,-0.573,-2.831,5.419,-13.627,5.0,-2.828,11.407,-215.242,100.0,,0,0,1,1,0,0,0.0,0.0,0,0.0,0.0,28.116,0.758,-14.334,13.782,0.758,1.515,0.291,0.403,0.89,1.182,0.805,1.208,-11.955,0.264,53.111,0.0,5.227,-2.665,2.562,1.0,1.0,2.0,0.326,0.996,1.322,0.509,1.017,1.527,6.565,-3.347,3.218,1.333,1.333,2.667,0.339,1.037,1.377,0.581,1.16,1.741,3.24672501945496,1.5999999999999996,2.689,2.85,123.349,76.0
